id,study,author,journal,year,species,taxonomic,transmission_type,offspring_generation,acclimating,parental_developmental_stages,offspring_developmental_stages,test.env.detail,test.env,alter.env.detail,alter.env,is.natural,environmental_context,merged environment,trait.detail,trait,neg.fitness,n1,n2,avg1,avg2,sd1,sd2,rep,RRdeta,var.RRdeta),Geary.test.1,Geary.test.2,acclimating,reciprocal,days to maturation
663,73,Fenesi et al.,Population Ecology,2014,Galinsoga_parviflora,annual_plants,3biparental,F1,F1,2juvenile,3adult,dry,natural factor,medium water,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,specific leaf area,1physiological,0,4,4,19.166,18.497,1.652,1.858,12,0.035196758,0.004384757,21.83848455,18.73944152,F1,1,NA
664,73,Fenesi et al.,Population Ecology,2014,Galinsoga_ciliata,annual_plants,3biparental,F1,F1,2juvenile,3adult,dry,natural factor,medium water,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,specific leaf area,1physiological,0,4,4,13.811,13.705,1.702,1.47,12,0.008164916,0.00668425,15.27448676,17.54941977,F1,1,NA
665,73,Fenesi et al.,Population Ecology,2014,Amaranthus_retroflexus,annual_plants,3biparental,F1,F1,2juvenile,3adult,dry,natural factor,medium water,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,specific leaf area,1physiological,0,4,4,8.444,8.739,0.61,0.692,12,-0.034471086,0.002874334,26.05670203,23.77150629,F1,1,NA
666,73,Fenesi et al.,Population Ecology,2014,Amaranthus_retroflexus,annual_plants,3biparental,F1,F1,2juvenile,3adult,low nutrient,natural factor,medium nutrient,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,specific leaf area,1physiological,0,4,4,9.075,9.415,0.47,0.47,12,-0.036757003,0.001293996,36.34543179,37.70713392,F1,1,NA
667,73,Fenesi et al.,Population Ecology,2014,Amaranthus_albus,annual_plants,3biparental,F1,F1,2juvenile,3adult,dry,natural factor,medium water,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,specific leaf area,1physiological,0,4,4,9.101,9.562,0.792,0.962,12,-0.049731189,0.004428682,21.63042187,18.71004036,F1,1,NA
668,73,Fenesi et al.,Population Ecology,2014,Galinsoga_parviflora,annual_plants,3biparental,F1,F1,2juvenile,3adult,low nutrient,natural factor,medium nutrient,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,specific leaf area,1physiological,0,4,4,21.182,23.002,2,1.638,12,-0.081948897,0.00349982,19.936,26.43338361,F1,1,NA
669,73,Fenesi et al.,Population Ecology,2014,Amaranthus_retroflexus,annual_plants,3biparental,F1,F1,2juvenile,3adult,low nutrient,natural factor,medium nutrient,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,Total biomass,2morphological,0,4,4,4.725,4.178,0.624,0.394,58,0.12410335,0.006595456,14.25339367,19.96058525,F1,1,NA
670,73,Fenesi et al.,Population Ecology,2014,Galinsoga_parviflora,annual_plants,3biparental,F1,F1,2juvenile,3adult,dry,natural factor,medium water,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,Total biomass,2morphological,0,4,4,0.424,0.381,0.118,0.102,58,0.107656555,0.037629011,6.763708873,7.031141869,F1,1,NA
671,73,Fenesi et al.,Population Ecology,2014,Galinsoga_ciliata,annual_plants,3biparental,F1,F1,2juvenile,3adult,dry,natural factor,medium water,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,Total biomass,2morphological,0,4,4,0.358,0.35,0.118,0.102,58,0.025563762,0.048987426,5.710867398,6.45905421,F1,1,NA
672,73,Fenesi et al.,Population Ecology,2014,Amaranthus_retroflexus,annual_plants,3biparental,F1,F1,2juvenile,3adult,dry,natural factor,medium water,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,Total biomass,2morphological,0,4,4,6.596,6.596,0.458,0.576,58,-0.000350551,0.003114326,27.10917031,21.55555556,F1,1,NA
673,73,Fenesi et al.,Population Ecology,2014,Galinsoga_parviflora,annual_plants,3biparental,F1,F1,2juvenile,3adult,low nutrient,natural factor,medium nutrient,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,Total biomass,2morphological,0,4,4,0.603,0.647,0.142,0.166,58,-0.071725643,0.030552195,7.993371997,7.33664068,F1,1,NA
674,73,Fenesi et al.,Population Ecology,2014,Galinsoga_ciliata,annual_plants,3biparental,F1,F1,2juvenile,3adult,low nutrient,natural factor,medium nutrient,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,Total biomass,2morphological,0,4,4,0.953,1.077,0.142,0.154,58,-0.122100291,0.010690472,12.63297432,13.16424752,F1,1,NA
675,73,Fenesi et al.,Population Ecology,2014,Amaranthus_albus,annual_plants,3biparental,F1,F1,2juvenile,3adult,low nutrient,natural factor,medium nutrient,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,Total biomass,2morphological,0,4,4,0.655,0.821,0.412,0.448,58,-0.213651836,0.181015782,2.992575671,3.449579832,F1,1,NA
676,73,Fenesi et al.,Population Ecology,2014,Amaranthus_albus,annual_plants,3biparental,F1,F1,2juvenile,3adult,dry,natural factor,medium water,control,Naturally-occurring fluctuations,1more_stressful,More stressful environment,Total biomass,2morphological,0,4,4,2.861,4.331,0.626,1.06,58,-0.416130463,0.027127916,8.602894193,7.691009989,F1,1,NA
677,73,Fenesi et al.,Population Ecology,2014,Amaranthus_albus,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium nutrient,control,rich nutrient,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,Number of seeds,5reproductive,0,4,4,2.274,2.029,0.322,0.49,10,0.109213502,0.019711901,13.29338692,7.794477791,F1,1,NA
678,73,Fenesi et al.,Population Ecology,2014,Amaranthus_retroflexus,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium nutrient,control,rich nutrient,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,Number of seeds,5reproductive,0,4,4,0.566,0.516,0.202,0.19,10,0.091460688,0.066820096,5.274315667,5.112074303,F1,1,NA
679,73,Fenesi et al.,Population Ecology,2014,Galinsoga_ciliata,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium nutrient,control,rich nutrient,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,Number of seeds,5reproductive,0,4,4,2.249,2.178,0.464,0.4,10,0.033183195,0.019165794,9.123732252,10.24941176,F1,1,NA
680,73,Fenesi et al.,Population Ecology,2014,Amaranthus_retroflexus,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium water,control,moist,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,Number of seeds,5reproductive,0,4,4,0.523,0.54,0.17,0.204,10,-0.036620173,0.063078377,5.79100346,4.982698962,F1,1,NA
681,73,Fenesi et al.,Population Ecology,2014,Galinsoga_parviflora,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium water,control,moist,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,Number of seeds,5reproductive,0,4,4,1.181,1.349,0.28,0.29,10,-0.131752477,0.025771527,7.939495798,8.756186613,F1,1,NA
682,73,Fenesi et al.,Population Ecology,2014,Galinsoga_parviflora,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium nutrient,control,rich nutrient,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,Number of seeds,5reproductive,0,4,4,1.182,1.372,0.284,0.284,10,-0.147201332,0.025305975,7.834299917,9.093620547,F1,1,NA
683,73,Fenesi et al.,Population Ecology,2014,Amaranthus_albus,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium water,control,moist,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,Number of seeds,5reproductive,0,4,4,2.107,2.613,0.284,0.42,10,-0.216192308,0.011032097,13.96520298,11.71092437,F1,1,NA
684,73,Fenesi et al.,Population Ecology,2014,Galinsoga_ciliata,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium water,control,moist,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,Number of seeds,5reproductive,0,4,4,1.259,2.004,0.438,1.036,10,-0.483105288,0.099761025,5.410690304,3.641153759,F1,1,NA
685,73,Fenesi et al.,Population Ecology,2014,Galinsoga_parviflora,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium nutrient,control,rich nutrient,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,shoot/root ratio,2morphological,0,4,4,7.523,7.047,0.636,0.72,28,0.064951525,0.004401521,22.26563078,18.42352941,F1,1,NA
686,73,Fenesi et al.,Population Ecology,2014,Galinsoga_ciliata,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium water,control,moist,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,shoot/root ratio,2morphological,0,4,4,8.488,8.681,1.454,0.84,28,-0.019985724,0.009706399,10.98859131,19.45322129,F1,1,NA
687,73,Fenesi et al.,Population Ecology,2014,Amaranthus_albus,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium water,control,moist,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,shoot/root ratio,2morphological,0,4,4,14.624,15.108,2.374,1.854,28,-0.031148688,0.010381856,11.59542098,15.33904436,F1,1,NA
688,73,Fenesi et al.,Population Ecology,2014,Amaranthus_albus,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium nutrient,control,rich nutrient,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,shoot/root ratio,2morphological,0,4,4,15.162,16.743,0.898,1.966,28,-0.10047298,0.004330279,31.78199921,16.0306385,F1,1,NA
689,73,Fenesi et al.,Population Ecology,2014,Galinsoga_parviflora,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium water,control,moist,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,shoot/root ratio,2morphological,0,4,4,7.783,8.635,0.666,1.046,28,-0.10480075,0.005507425,21.99752694,15.53930941,F1,1,NA
690,73,Fenesi et al.,Population Ecology,2014,Amaranthus_retroflexus,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium nutrient,control,rich nutrient,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,shoot/root ratio,2morphological,0,4,4,3.396,3.795,1.084,1.032,28,-0.107593838,0.044454713,5.897113089,6.922024624,F1,1,NA
691,73,Fenesi et al.,Population Ecology,2014,Amaranthus_retroflexus,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium water,control,moist,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,shoot/root ratio,2morphological,0,4,4,3.468,3.952,1.832,2.068,28,-0.129989269,0.142996133,3.563318777,3.597223802,F1,1,NA
692,73,Fenesi et al.,Population Ecology,2014,Galinsoga_ciliata,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium nutrient,control,rich nutrient,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,shoot/root ratio,2morphological,0,4,4,8.253,9.714,1.27,1.588,28,-0.163371885,0.012640921,12.23232978,11.51459475,F1,1,NA
693,73,Fenesi et al.,Population Ecology,2014,Galinsoga_parviflora,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium water,control,moist,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,specific leaf area,1physiological,0,4,4,20.463,18.394,1.906,1.764,11,0.106528701,0.004473176,20.20912289,19.62811791,F1,1,NA
694,73,Fenesi et al.,Population Ecology,2014,Amaranthus_retroflexus,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium nutrient,control,rich nutrient,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,specific leaf area,1physiological,0,4,4,8.463,7.796,0.836,0.654,11,0.082433023,0.004203389,19.0554461,22.43856809,F1,1,NA
695,73,Fenesi et al.,Population Ecology,2014,Amaranthus_albus,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium water,control,moist,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,specific leaf area,1physiological,0,4,4,8.032,7.555,0.444,1.114,11,0.058888174,0.006214527,34.05193429,12.76586757,F1,1,NA
696,73,Fenesi et al.,Population Ecology,2014,Galinsoga_ciliata,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium nutrient,control,rich nutrient,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,specific leaf area,1physiological,0,4,4,24,22.682,1.736,1.556,11,0.05654793,0.002486088,26.02331255,27.43928625,F1,1,NA
697,73,Fenesi et al.,Population Ecology,2014,Amaranthus_albus,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium nutrient,control,rich nutrient,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,specific leaf area,1physiological,0,4,4,9.116,8.721,0.53,0.532,11,0.044254569,0.001776158,32.37647059,30.85714286,F1,1,NA
698,73,Fenesi et al.,Population Ecology,2014,Galinsoga_ciliata,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium water,control,moist,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,specific leaf area,1physiological,0,4,4,24.473,23.803,1.958,2.992,11,0.026583964,0.005559368,23.52748903,14.97514942,F1,1,NA
699,73,Fenesi et al.,Population Ecology,2014,Galinsoga_parviflora,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium nutrient,control,rich nutrient,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,specific leaf area,1physiological,0,4,4,20.227,19.956,1.556,1.466,11,0.013553638,0.002830593,24.4693785,25.62362571,F1,1,NA
700,73,Fenesi et al.,Population Ecology,2014,Amaranthus_retroflexus,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium water,control,moist,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,specific leaf area,1physiological,0,4,4,7.884,8.099,0.94,0.576,11,-0.025760524,0.004825502,15.78773467,26.46732026,F1,1,NA
701,73,Fenesi et al.,Population Ecology,2014,Galinsoga_parviflora,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium water,control,moist,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,Total biomass,2morphological,0,4,4,0.798,0.713,0.092,0.082,28,0.112635272,0.006640484,16.32736573,16.36728838,F1,1,NA
702,73,Fenesi et al.,Population Ecology,2014,Amaranthus_retroflexus,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium nutrient,control,rich nutrient,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,Total biomass,2morphological,0,4,4,4.273,3.833,0.59,0.786,28,0.105795236,0.015345416,13.63270189,9.179464152,F1,1,NA
703,73,Fenesi et al.,Population Ecology,2014,Amaranthus_albus,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium nutrient,control,rich nutrient,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,Total biomass,2morphological,0,4,4,4.166,3.821,0.464,0.822,28,0.082209852,0.014742894,16.90060852,8.749964219,F1,1,NA
704,73,Fenesi et al.,Population Ecology,2014,Galinsoga_parviflora,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium nutrient,control,rich nutrient,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,Total biomass,2morphological,0,4,4,0.795,0.821,0.15,0.134,28,-0.031060929,0.015621578,9.976470588,11.53292362,F1,1,NA
705,73,Fenesi et al.,Population Ecology,2014,Amaranthus_retroflexus,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium water,control,moist,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,Total biomass,2morphological,0,4,4,2.795,2.994,0.676,0.576,28,-0.066092606,0.024026837,7.78280543,9.784313725,F1,1,NA
706,73,Fenesi et al.,Population Ecology,2014,Galinsoga_ciliata,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium nutrient,control,rich nutrient,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,Total biomass,2morphological,0,4,4,1.068,1.167,0.142,0.18,28,-0.089412668,0.010394585,14.15741508,12.20392157,F1,1,NA
707,73,Fenesi et al.,Population Ecology,2014,Amaranthus_albus,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium water,control,moist,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,Total biomass,2morphological,0,4,4,4.123,4.758,0.398,0.492,28,-0.143418132,0.005009014,19.4998522,18.20373027,F1,1,NA
708,73,Fenesi et al.,Population Ecology,2014,Galinsoga_ciliata,annual_plants,3biparental,F1,F1,2juvenile,3adult,medium water,control,moist,natural factor,Naturally-occurring fluctuations,4relatively_stressful,More stressful environment,Total biomass,2morphological,0,4,4,0.571,0.796,0.14,0.272,28,-0.339291175,0.044758962,7.677310924,5.508650519,F1,1,NA
709,74,Evans et al.,Conservation Letters,2014,Salmo_salar,vertebrates,3biparental,F1,F1,1embryonic,2juvenile,wild,control,captivity,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,offspring survival,4survival,0,10,8,5.626,5.2,5.566,2.263,35,0.115842273,0.126622785,3.118406022,6.302310871,F1,0,NA
710,75,Schade et al.,Marine Biology,2014,Gasterosteus_aculeatus,vertebrates,3biparental,F1,F1,3adult,1embryonic,control,control,ocean acidification,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,egg number,5reproductive,0,10,9,100.308,125.234,18.462,13.92434674,15,-0.220931561,0.004767844,16.76227492,26.25242668,F1,0,300
711,75,Schade et al.,Marine Biology,2014,Gasterosteus_aculeatus,vertebrates,3biparental,F1,F1,3adult,1embryonic,control,control,ocean acidification,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,egg weight,2morphological,0,10,9,3.912,3.67,0.201,0.155563492,100,0.063889269,0.000463686,60.04528677,68.86212372,F1,0,300
712,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,hatching survival,4survival,0,3,3,85.256,83.901,2.201,2.054,55,0.016032155,0.000421983,61.9303353,65.30782479,F1,0,NA
713,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,hatching survival,4survival,0,3,3,85.256,83.901,2.201,2.054,55,0.016032155,0.000421983,61.9303353,65.30782479,F1,0,NA
714,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,hatching survival,4survival,0,3,3,85.256,87.12,2.201,7.046,55,-0.022607083,0.002404924,61.9303353,19.76850145,F1,0,NA
715,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,hatching survival,4survival,0,3,3,85.256,91.78,2.201,4.112,55,-0.073959382,0.000891507,61.9303353,35.68563823,F1,0,NA
716,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,hatching survival,4survival,0,3,3,85.256,91.78,2.201,4.112,55,-0.073959382,0.000891507,61.9303353,35.68563823,F1,0,NA
717,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,2juvenile,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,Larval survival,4survival,0,3,3,77.325,56.971,4.33,12.06,55,0.298529031,0.01609442,28.55160676,7.552749067,F1,0,NA
718,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,2juvenile,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,Larval survival,4survival,0,3,3,77.325,56.971,4.33,12.06,55,0.298529031,0.01609442,28.55160676,7.552749067,F1,0,NA
719,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,2juvenile,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,Larval survival,4survival,0,3,3,77.325,74.289,4.33,14.847,55,0.033920066,0.01444837,28.55160676,7.999895702,F1,0,NA
720,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,2juvenile,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,Larval survival,4survival,0,3,3,77.325,74.289,4.33,14.847,55,0.033920066,0.01444837,28.55160676,7.999895702,F1,0,NA
721,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,2juvenile,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,Larval survival,4survival,0,3,3,77.325,75.718,4.33,10.205,55,0.018496577,0.007119007,28.55160676,11.86273001,F1,0,NA
722,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,average time to hatch,3life_history,1,3,3,3.448,4.079,0.106,0.042,67,0.167917661,0.000350423,52.00677374,155.2754999,F1,0,NA
723,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,average time to hatch,3life_history,1,3,3,3.448,4.079,0.106,0.042,67,0.167917661,0.000350423,52.00677374,155.2754999,F1,0,NA
724,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,average time to hatch,3life_history,1,3,3,3.448,3.745,0.106,0.126,67,0.08265841,0.000692479,52.00677374,47.52036831,F1,0,NA
725,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,average time to hatch,3life_history,1,3,3,3.448,3.745,0.106,0.126,67,0.08265841,0.000692479,52.00677374,47.52036831,F1,0,NA
726,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,average time to hatch,3life_history,1,3,3,3.448,3.679,0.106,0.083,67,0.064773936,0.000484755,52.00677374,70.86800654,F1,0,NA
727,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,1embryonic,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,average time to hatch,3life_history,1,3,3,3.448,3.679,0.106,0.083,67,0.064773936,0.000484755,52.00677374,70.86800654,F1,0,NA
728,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,2juvenile,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,average time to metamorphosis,3life_history,1,3,3,21.009,22.233,0.582,0.417,67,0.056557481,0.000373109,57.71396577,85.24335496,F1,0,NA
729,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,2juvenile,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,average time to metamorphosis,3life_history,1,3,3,21.009,22.233,0.582,0.417,67,0.056557481,0.000373109,57.71396577,85.24335496,F1,0,NA
730,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,2juvenile,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,average time to metamorphosis,3life_history,1,3,3,21.009,21.888,0.582,0.717,67,0.041038564,0.000613593,57.71396577,48.80737441,F1,0,NA
731,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,2juvenile,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,average time to metamorphosis,3life_history,1,3,3,21.009,21.888,0.582,0.717,67,0.041038564,0.000613593,57.71396577,48.80737441,F1,0,NA
732,76,Garcia et al.,Environmental Toxicology and Chemistry,2014,Palaemonetes_pugio,invertebrates,1maternal,F1,F1,3adult,2juvenile,control,control,sulfamethoxazole,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,average time to metamorphosis,3life_history,1,3,3,21.009,21.862,0.582,0.417,67,0.039731786,0.000377123,57.71396577,83.82090704,F1,0,NA
733,77,Li et.al,Journal of Agronomy and Crop Science,2014,Leymus_chinensis,perennial_plants,3biparental,F1,F1,2juvenile,2juvenile,control,control,summer nocturnal warming,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,daughter shoot biomass,2morphological,0,4,4,0.092,0.133,0.017320508,0.017320508,25,-0.366249983,0.013149229,9.998348235,14.45413386,F1,0,NA
734,78,Yu et.al,Environmental Toxicology,2014,Rattus_norvegicus,vertebrates,2paternal,F1,F1,3adult,2juvenile,control,control,organophosphorus pesticides,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,body weight,2morphological,0,10,10,35.345,32.414,7.933,7.933,100,0.086090402,0.011057935,13.74569383,12.605826,F1,0,80
735,79,Crean et al.,Ecology  ,2014,Styela_plicata,invertebrates,2paternal,F1,F1,3adult,1embryonic,low-density,control,high-density,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,hatching survival,4survival,0,6,4,85.5,68.3,3.8,6,55,0.223806565,0.002260439,52.90897844,21.42745098,F1,0,NA
736,79,Crean et al.,Ecology  ,2014,Styela_plicata,invertebrates,2paternal,F1,F1,3adult,1embryonic,low-density,control,high-density,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,time to hatching successfully,3life_history,1,6,4,632,642.804,16.968,14.112,67,0.01695064,0.000240644,87.58571527,85.7414966,F1,0,NA
737,80,Roiloa et al.,Annals of Botany,2014,Fragaria_vesca,perennial_plants,1maternal,F1,F1,2juvenile,2juvenile,well watered,control,water stressed,natural factor,Naturally-occurring fluctuations,2relatively_favourable,More favorable environment,total biomass,2morphological,0,20,20,0.771,0.448,0.623322549,0.183073756,25,0.55506052,0.041598838,5.463381227,10.80866081,F1,0,NA
738,81,Schwartz et al.,Environmental Toxicology,2013,Danio_rerio,vertebrates,1maternal,F1,F1,2juvenile,2juvenile,control,control,Zearalenone,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,F1 body length,2morphological,0,4,3,3.655,3.882,0.124707658,0.08818163,100,-0.060194871,0.000463095,55.16902579,70.38432173,F1,0,NA
739,81,Schwartz et al.,Environmental Toxicology,2013,Danio_rerio,vertebrates,1maternal,F1,F1,2juvenile,2juvenile,control,control,Zearalenone,artificial factor,Human-mediated changes,2relatively_favourable,More favorable environment,F1 body weight,2morphological,0,4,3,0.693,0.982,0.031176915,0.050911688,100,-0.348756298,0.001402481,41.840913,30.83844794,F1,0,NA
