"","id","study","author","journal","year","species","taxonomic","transmission_type","offspring_generation","acclimating","parental_developmental_stages","offspring_developmental_stages","test.env.detail","test.env","alter.env.detail","alter.env","is.natural","environmental_context","merged.environment","trait.detail","trait","neg.fitness","n1","n2","avg1","avg2","sd1","sd2","rep","RRdeta","var.RRdeta.","Geary.test.1","Geary.test.2","acclimating.1","reciprocal","days.to.maturation","duplicated.row","species.2","avg1_sd1_n1","num.shared.control.1","n1.adjusted","avg2_sd2_n2","num.shared.control.2","n2.adjusted","yi","vi","yi.adj","vi.adj"
"554",657,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_quadriradiata","annual_plants","3biparental","F1","F1","2juvenile","3adult","dry","natural factor","medium water","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","shoot/root ratio","2morphological",0,4,4,8.909,8.818,1.022,1.886,58,0.00619375,0.014796953,16.40888684,8.800948163,"F1",1,NA,FALSE,"Galinsoga quadriradiata","8.909_1.022_4",1,4,"8.818_1.886_4",1,4,0.00619375013879874,0.0147969528065353,0.00619375013879874,0.0147969528065353
"555",658,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_parviflora","annual_plants","3biparental","F1","F1","2juvenile","3adult","low nutrient","natural factor","medium nutrient","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","shoot/root ratio","2morphological",0,4,4,7.65,7.62,0.932,0.72,58,0.004668597,0.005952021,15.45064378,19.92156863,"F1",1,NA,FALSE,"Galinsoga parviflora","7.65_0.932_4",1,4,"7.62_0.72_4",1,4,0.0046685965110719,0.00595202102142744,0.0046685965110719,0.00595202102142744
"556",659,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_albus","annual_plants","3biparental","F1","F1","2juvenile","3adult","low nutrient","natural factor","medium nutrient","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","shoot/root ratio","2morphological",0,4,4,8.068,9.065,1.114,1.482,58,-0.117473046,0.011481865,13.63269617,11.5138525,"F1",1,NA,FALSE,"Amaranthus albus","8.068_1.114_4",1,4,"9.065_1.482_4",1,4,-0.117473045640459,0.0114818650483923,-0.117473045640459,0.0114818650483923
"557",660,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_albus","annual_plants","3biparental","F1","F1","2juvenile","3adult","dry","natural factor","medium water","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","shoot/root ratio","2morphological",0,4,4,20.43,24.893,2.26,2.582,58,-0.197397419,0.005757247,17.01613743,18.14771951,"F1",1,NA,FALSE,"Amaranthus albus","20.43_2.26_4",1,4,"24.893_2.582_4",1,4,-0.197397419284228,0.00575724713933555,-0.197397419284228,0.00575724713933555
"558",661,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_quadriradiata","annual_plants","3biparental","F1","F1","2juvenile","3adult","low nutrient","natural factor","medium nutrient","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","specific leaf area","1physiological",0,4,4,19.364,17.318,1.364,1.272,12,0.111615118,0.002590838,26.72278765,25.62782094,"F1",1,NA,FALSE,"Galinsoga quadriradiata","19.364_1.364_4",1,4,"17.318_1.272_4",1,4,0.111615117822032,0.00259083754343809,0.111615117822032,0.00259083754343809
"559",662,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_albus","annual_plants","3biparental","F1","F1","2juvenile","3adult","low nutrient","natural factor","medium nutrient","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","specific leaf area","1physiological",0,4,4,9.837,9.157,0.776,0.51,12,0.072022301,0.002332741,23.86173438,33.79746251,"F1",1,NA,FALSE,"Amaranthus albus","9.837_0.776_4",1,4,"9.157_0.51_4",1,4,0.07202230138407,0.0023327407121461,0.07202230138407,0.0023327407121461
"560",663,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_parviflora","annual_plants","3biparental","F1","F1","2juvenile","3adult","dry","natural factor","medium water","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","specific leaf area","1physiological",0,4,4,19.166,18.497,1.652,1.858,12,0.035196758,0.004384757,21.83848455,18.73944152,"F1",1,NA,FALSE,"Galinsoga parviflora","19.166_1.652_4",1,4,"18.497_1.858_4",1,4,0.0351967581659426,0.00438475722062567,0.0351967581659426,0.00438475722062567
"561",664,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_quadriradiata","annual_plants","3biparental","F1","F1","2juvenile","3adult","dry","natural factor","medium water","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","specific leaf area","1physiological",0,4,4,13.811,13.705,1.702,1.47,12,0.008164916,0.00668425,15.27448676,17.54941977,"F1",1,NA,FALSE,"Galinsoga quadriradiata","13.811_1.702_4",1,4,"13.705_1.47_4",1,4,0.00816491587446917,0.00668424993887756,0.00816491587446917,0.00668424993887756
"562",665,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_retroflexus","annual_plants","3biparental","F1","F1","2juvenile","3adult","dry","natural factor","medium water","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","specific leaf area","1physiological",0,4,4,8.444,8.739,0.61,0.692,12,-0.034471086,0.002874334,26.05670203,23.77150629,"F1",1,NA,FALSE,"Amaranthus retroflexus","8.444_0.61_4",1,4,"8.739_0.692_4",1,4,-0.0344710860285167,0.00287433381860266,-0.0344710860285167,0.00287433381860266
"563",666,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_retroflexus","annual_plants","3biparental","F1","F1","2juvenile","3adult","low nutrient","natural factor","medium nutrient","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","specific leaf area","1physiological",0,4,4,9.075,9.415,0.47,0.47,12,-0.036757003,0.001293996,36.34543179,37.70713392,"F1",1,NA,FALSE,"Amaranthus retroflexus","9.075_0.47_4",1,4,"9.415_0.47_4",1,4,-0.0367570032837573,0.0012939964170361,-0.0367570032837573,0.0012939964170361
"564",667,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_albus","annual_plants","3biparental","F1","F1","2juvenile","3adult","dry","natural factor","medium water","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","specific leaf area","1physiological",0,4,4,9.101,9.562,0.792,0.962,12,-0.049731189,0.004428682,21.63042187,18.71004036,"F1",1,NA,FALSE,"Amaranthus albus","9.101_0.792_4",1,4,"9.562_0.962_4",1,4,-0.0497311886848889,0.00442868232201095,-0.0497311886848889,0.00442868232201095
"565",668,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_parviflora","annual_plants","3biparental","F1","F1","2juvenile","3adult","low nutrient","natural factor","medium nutrient","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","specific leaf area","1physiological",0,4,4,21.182,23.002,2,1.638,12,-0.081948897,0.00349982,19.936,26.43338361,"F1",1,NA,FALSE,"Galinsoga parviflora","21.182_2_4",1,4,"23.002_1.638_4",1,4,-0.0819488965051395,0.0034998202442264,-0.0819488965051395,0.0034998202442264
"566",669,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_retroflexus","annual_plants","3biparental","F1","F1","2juvenile","3adult","low nutrient","natural factor","medium nutrient","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","total biomass","2morphological",0,4,4,4.725,4.178,0.624,0.394,58,0.12410335,0.006595456,14.25339367,19.96058525,"F1",1,NA,FALSE,"Amaranthus retroflexus","4.725_0.624_4",1,4,"4.178_0.394_4",1,4,0.124103349919087,0.00659545589051959,0.124103349919087,0.00659545589051959
"567",670,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_parviflora","annual_plants","3biparental","F1","F1","2juvenile","3adult","dry","natural factor","medium water","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","total biomass","2morphological",0,4,4,0.424,0.381,0.118,0.102,58,0.107656555,0.037629011,6.763708873,7.031141869,"F1",1,NA,FALSE,"Galinsoga parviflora","0.424_0.118_4",1,4,"0.381_0.102_4",1,4,0.107656554711251,0.0376290114832285,0.107656554711251,0.0376290114832285
"568",671,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_quadriradiata","annual_plants","3biparental","F1","F1","2juvenile","3adult","dry","natural factor","medium water","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","total biomass","2morphological",0,4,4,0.358,0.35,0.118,0.102,58,0.025563762,0.048987426,5.710867398,6.45905421,"F1",1,NA,FALSE,"Galinsoga quadriradiata","0.358_0.118_4",1,4,"0.35_0.102_4",1,4,0.0255637619329288,0.0489874256675604,0.0255637619329288,0.0489874256675604
"569",672,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_retroflexus","annual_plants","3biparental","F1","F1","2juvenile","3adult","dry","natural factor","medium water","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","total biomass","2morphological",0,4,4,6.596,6.596,0.458,0.576,58,-0.000350551,0.003114326,27.10917031,21.55555556,"F1",1,NA,FALSE,"Amaranthus retroflexus","6.596_0.458_4",1,4,"6.596_0.576_4",1,4,-0.000350551044222181,0.00311432633618403,-0.000350551044222181,0.00311432633618403
"570",673,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_parviflora","annual_plants","3biparental","F1","F1","2juvenile","3adult","low nutrient","natural factor","medium nutrient","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","total biomass","2morphological",0,4,4,0.603,0.647,0.142,0.166,58,-0.071725643,0.030552195,7.993371997,7.33664068,"F1",1,NA,FALSE,"Galinsoga parviflora","0.603_0.142_4",1,4,"0.647_0.166_4",1,4,-0.0717256434418993,0.0305521947440495,-0.0717256434418993,0.0305521947440495
"571",674,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_quadriradiata","annual_plants","3biparental","F1","F1","2juvenile","3adult","low nutrient","natural factor","medium nutrient","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","total biomass","2morphological",0,4,4,0.953,1.077,0.142,0.154,58,-0.122100291,0.010690472,12.63297432,13.16424752,"F1",1,NA,FALSE,"Galinsoga quadriradiata","0.953_0.142_4",1,4,"1.077_0.154_4",1,4,-0.122100291118074,0.0106904720381939,-0.122100291118074,0.0106904720381939
"572",675,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_albus","annual_plants","3biparental","F1","F1","2juvenile","3adult","low nutrient","natural factor","medium nutrient","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","total biomass","2morphological",0,4,4,0.655,0.821,0.412,0.448,58,-0.213651836,0.181015782,2.992575671,3.449579832,"F1",1,NA,FALSE,"Amaranthus albus","0.655_0.412_4",1,4,"0.821_0.448_4",1,4,-0.213651836214861,0.181015782239023,-0.213651836214861,0.181015782239023
"573",676,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_albus","annual_plants","3biparental","F1","F1","2juvenile","3adult","dry","natural factor","medium water","control","Naturally-occurring fluctuations","1more_stressful","More stressful environment","total biomass","2morphological",0,4,4,2.861,4.331,0.626,1.06,58,-0.416130463,0.027127916,8.602894193,7.691009989,"F1",1,NA,FALSE,"Amaranthus albus","2.861_0.626_4",1,4,"4.331_1.06_4",1,4,-0.416130463036515,0.0271279158321684,-0.416130463036515,0.0271279158321684
"574",677,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_albus","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium nutrient","control","rich nutrient","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","number of seeds","5reproductive",0,4,4,2.274,2.029,0.322,0.49,10,0.109213502,0.019711901,13.29338692,7.794477791,"F1",1,NA,FALSE,"Amaranthus albus","2.274_0.322_4",2,2,"2.029_0.49_4",1,4,0.109213502288139,0.0197119009179241,0.111719847195853,0.0247622813221299
"575",678,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_retroflexus","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium nutrient","control","rich nutrient","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","number of seeds","5reproductive",0,4,4,0.566,0.516,0.202,0.19,10,0.091460688,0.066820096,5.274315667,5.112074303,"F1",1,NA,FALSE,"Amaranthus retroflexus","0.566_0.202_4",2,2,"0.516_0.19_4",1,4,0.09146068783843,0.0668200962355699,0.107382037836557,0.100183732546401
"576",679,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_quadriradiata","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium nutrient","control","rich nutrient","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","number of seeds","5reproductive",0,4,4,2.249,2.178,0.464,0.4,10,0.033183195,0.019165794,9.123732252,10.24941176,"F1",1,NA,FALSE,"Galinsoga quadriradiata","2.249_0.464_4",2,2,"2.178_0.4_4",1,4,0.0331831950846671,0.0191657937954201,0.0385038741434494,0.0299770096668641
"577",680,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_retroflexus","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium water","control","moist","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","number of seeds","5reproductive",0,4,4,0.523,0.54,0.17,0.204,10,-0.036620173,0.063078377,5.79100346,4.982698962,"F1",1,NA,FALSE,"Amaranthus retroflexus","0.523_0.17_4",2,2,"0.54_0.204_4",1,4,-0.0366201725374058,0.0630783767445805,-0.0234131634085748,0.0905389455430166
"578",681,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_parviflora","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium water","control","moist","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","number of seeds","5reproductive",0,4,4,1.181,1.349,0.28,0.29,10,-0.131752477,0.025771527,7.939495798,8.756186613,"F1",1,NA,FALSE,"Galinsoga parviflora","1.181_0.28_4",2,2,"1.349_0.29_4",1,4,-0.131752477149383,0.0257715266815187,-0.124726183755747,0.0401203262619097
"579",682,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_parviflora","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium nutrient","control","rich nutrient","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","number of seeds","5reproductive",0,4,4,1.182,1.372,0.284,0.284,10,-0.147201332,0.025305975,7.834299917,9.093620547,"F1",1,NA,FALSE,"Galinsoga parviflora","1.182_0.284_4",2,2,"1.372_0.284_4",1,4,-0.147201331629714,0.0253059754129634,-0.139985078813214,0.0400509268742336
"580",683,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_albus","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium water","control","moist","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","number of seeds","5reproductive",0,4,4,2.107,2.613,0.284,0.42,10,-0.216192308,0.011032097,13.96520298,11.71092437,"F1",1,NA,FALSE,"Amaranthus albus","2.107_0.284_4",2,2,"2.613_0.42_4",1,4,-0.216192308159453,0.0110320968023652,-0.213921305609361,0.0156050466180428
"581",684,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_quadriradiata","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium water","control","moist","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","number of seeds","5reproductive",0,4,4,1.259,2.004,0.438,1.036,10,-0.483105288,0.099761025,5.410690304,3.641153759,"F1",1,NA,FALSE,"Galinsoga quadriradiata","1.259_0.438_4",2,2,"2.004_1.036_4",1,4,-0.483105287726747,0.0997610250165543,-0.467976407877704,0.13139208274756
"582",685,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_parviflora","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium nutrient","control","rich nutrient","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","shoot/root ratio","2morphological",0,4,4,7.523,7.047,0.636,0.72,28,0.064951525,0.004401521,22.26563078,18.42352941,"F1",1,NA,FALSE,"Galinsoga parviflora","7.523_0.636_4",2,2,"7.047_0.72_4",1,4,0.0649515247139901,0.00440152120228484,0.0658449168404247,0.00619309435210346
"583",686,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_quadriradiata","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium water","control","moist","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","shoot/root ratio","2morphological",0,4,4,8.488,8.681,1.454,0.84,28,-0.019985724,0.009706399,10.98859131,19.45322129,"F1",1,NA,FALSE,"Galinsoga quadriradiata","8.488_1.454_4",2,2,"8.681_0.84_4",1,4,-0.0199857244713468,0.00970639866316415,-0.0163177349672868,0.0171231025532956
"584",687,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_albus","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium water","control","moist","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","shoot/root ratio","2morphological",0,4,4,14.624,15.108,2.374,1.854,28,-0.031148688,0.010381856,11.59542098,15.33904436,"F1",1,NA,FALSE,"Amaranthus albus","14.624_2.374_4",2,2,"15.108_1.854_4",1,4,-0.0311486882747822,0.0103818556465884,-0.0278545707806537,0.0170351978952362
"585",688,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_albus","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium nutrient","control","rich nutrient","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","shoot/root ratio","2morphological",0,4,4,15.162,16.743,0.898,1.966,28,-0.10047298,0.004330279,31.78199921,16.0306385,"F1",1,NA,FALSE,"Amaranthus albus","15.162_0.898_4",2,2,"16.743_1.966_4",1,4,-0.100472979744867,0.00433027886828428,-0.100034499833038,0.00520839227974232
"586",689,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_parviflora","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium water","control","moist","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","shoot/root ratio","2morphological",0,4,4,7.783,8.635,0.666,1.046,28,-0.10480075,0.005507425,21.99752694,15.53930941,"F1",1,NA,FALSE,"Galinsoga parviflora","7.783_0.666_4",2,2,"8.635_1.046_4",1,4,-0.104800750108721,0.00550742516430481,-0.103885448110568,0.00734305582709788
"587",690,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_retroflexus","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium nutrient","control","rich nutrient","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","shoot/root ratio","2morphological",0,4,4,3.396,3.795,1.084,1.032,28,-0.107593838,0.044454713,5.897113089,6.922024624,"F1",1,NA,FALSE,"Amaranthus retroflexus","3.396_1.084_4",2,2,"3.795_1.032_4",1,4,-0.107593837697401,0.0444547134409501,-0.0948578328916358,0.0708999579629543
"588",691,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_retroflexus","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium water","control","moist","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","shoot/root ratio","2morphological",0,4,4,3.468,3.952,1.832,2.068,28,-0.129989269,0.142996133,3.563318777,3.597223802,"F1",1,NA,FALSE,"Amaranthus retroflexus","3.468_1.832_4",2,2,"3.952_2.068_4",1,4,-0.129989268875573,0.142996133339159,-0.0951071567254687,0.220060928127683
"589",692,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_quadriradiata","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium nutrient","control","rich nutrient","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","shoot/root ratio","2morphological",0,4,4,8.253,9.714,1.27,1.588,28,-0.163371885,0.012640921,12.23232978,11.51459475,"F1",1,NA,FALSE,"Galinsoga quadriradiata","8.253_1.27_4",2,2,"9.714_1.588_4",1,4,-0.16337188496693,0.0126409208845977,-0.160411870969985,0.0186135189756591
"590",693,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_parviflora","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium water","control","moist","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","specific leaf area","1physiological",0,4,4,20.463,18.394,1.906,1.764,11,0.106528701,0.004473176,20.20912289,19.62811791,"F1",1,NA,FALSE,"Galinsoga parviflora","20.463_1.906_4",2,2,"18.394_1.764_4",1,4,0.106528700675042,0.00447317632536561,0.107613169812563,0.00664917104026984
"591",694,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_retroflexus","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium nutrient","control","rich nutrient","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","specific leaf area","1physiological",0,4,4,8.463,7.796,0.836,0.654,11,0.082433023,0.004203389,19.0554461,22.43856809,"F1",1,NA,FALSE,"Amaranthus retroflexus","8.463_0.836_4",2,2,"7.796_0.654_4",1,4,0.0824330234471688,0.004203388836208,0.0836527820396275,0.00665183288726873
"592",695,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_albus","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium water","control","moist","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","specific leaf area","1physiological",0,4,4,8.032,7.555,0.444,1.114,11,0.058888174,0.006214527,34.05193429,12.76586757,"F1",1,NA,FALSE,"Amaranthus albus","8.032_0.444_4",2,2,"7.555_1.114_4",1,4,0.058888174386993,0.00621452747324555,0.0592701437704155,0.00697934164374975
"593",696,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_quadriradiata","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium nutrient","control","rich nutrient","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","specific leaf area","1physiological",0,4,4,24,22.682,1.736,1.556,11,0.05654793,0.002486088,26.02331255,27.43928625,"F1",1,NA,FALSE,"Galinsoga quadriradiata","24_1.736_4",2,2,"22.682_1.556_4",1,4,0.0565479296532714,0.00248608771765152,0.0572019435421603,0.00379668190043046
"594",697,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_albus","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium nutrient","control","rich nutrient","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","specific leaf area","1physiological",0,4,4,9.116,8.721,0.53,0.532,11,0.044254569,0.001776158,32.37647059,30.85714286,"F1",1,NA,FALSE,"Amaranthus albus","9.116_0.53_4",2,2,"8.721_0.532_4",1,4,0.0442545686031569,0.00177615762937746,0.0446770942927188,0.00262228017625135
"595",698,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_quadriradiata","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium water","control","moist","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","specific leaf area","1physiological",0,4,4,24.473,23.803,1.958,2.992,11,0.026583964,0.005559368,23.52748903,14.97514942,"F1",1,NA,FALSE,"Galinsoga quadriradiata","24.473_1.958_4",2,2,"23.803_2.992_4",1,4,0.0265839643781927,0.00555936782967802,0.0273840951398793,0.00716347060846602
"596",699,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_parviflora","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium nutrient","control","rich nutrient","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","specific leaf area","1physiological",0,4,4,20.227,19.956,1.556,1.466,11,0.013553638,0.002830593,24.4693785,25.62362571,"F1",1,NA,FALSE,"Galinsoga parviflora","20.227_1.556_4",2,2,"19.956_1.466_4",1,4,0.0135536375588316,0.00283059292488367,0.014293355665475,0.00431331223543425
"597",700,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_retroflexus","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium water","control","moist","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","specific leaf area","1physiological",0,4,4,7.884,8.099,0.94,0.576,11,-0.025760524,0.004825502,15.78773467,26.46732026,"F1",1,NA,FALSE,"Amaranthus retroflexus","7.884_0.94_4",2,2,"8.099_0.576_4",1,4,-0.0257605239684822,0.00482550200420287,-0.0239835850924767,0.00839832482682818
"598",701,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_parviflora","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium water","control","moist","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","total biomass","2morphological",0,4,4,0.798,0.713,0.092,0.082,28,0.112635272,0.006640484,16.32736573,16.36728838,"F1",1,NA,FALSE,"Galinsoga parviflora","0.798_0.092_4",2,2,"0.713_0.082_4",1,4,0.112635272141201,0.00664048430968987,0.114296693865938,0.00997988969205028
"599",702,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_retroflexus","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium nutrient","control","rich nutrient","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","total biomass","2morphological",0,4,4,4.273,3.833,0.59,0.786,28,0.105795236,0.015345416,13.63270189,9.179464152,"F1",1,NA,FALSE,"Amaranthus retroflexus","4.273_0.59_4",2,2,"3.833_0.786_4",1,4,0.105795235508723,0.0153454161963646,0.108178368344889,0.0201457578013867
"600",703,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_albus","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium nutrient","control","rich nutrient","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","total biomass","2morphological",0,4,4,4.166,3.821,0.464,0.822,28,0.082209852,0.014742894,16.90060852,8.749964219,"F1",1,NA,FALSE,"Amaranthus albus","4.166_0.464_4",2,2,"3.821_0.822_4",1,4,0.0822098522270584,0.0147428939102023,0.0837604795881179,0.0178585753035985
"601",704,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_parviflora","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium nutrient","control","rich nutrient","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","total biomass","2morphological",0,4,4,0.795,0.821,0.15,0.134,28,-0.031060929,0.015621578,9.976470588,11.53292362,"F1",1,NA,FALSE,"Galinsoga parviflora","0.795_0.15_4",2,2,"0.821_0.134_4",1,4,-0.0310609287307232,0.0156215780316022,-0.026610946530652,0.0246403564812303
"602",705,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_retroflexus","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium water","control","moist","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","total biomass","2morphological",0,4,4,2.795,2.994,0.676,0.576,28,-0.066092606,0.024026837,7.78280543,9.784313725,"F1",1,NA,FALSE,"Amaranthus retroflexus","2.795_0.676_4",2,2,"2.994_0.576_4",1,4,-0.0660926062609169,0.0240268372660072,-0.058780545687634,0.0389717557915371
"603",706,73,"Fenesi et al.","Population Ecology",2014,"Galinsoga_quadriradiata","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium nutrient","control","rich nutrient","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","total biomass","2morphological",0,4,4,1.068,1.167,0.142,0.18,28,-0.089412668,0.010394585,14.15741508,12.20392157,"F1",1,NA,FALSE,"Galinsoga quadriradiata","1.068_0.142_4",2,2,"1.167_0.18_4",1,4,-0.0894126680453938,0.0103945851428413,-0.0872029126834165,0.0148433939793547
"604",707,73,"Fenesi et al.","Population Ecology",2014,"Amaranthus_albus","annual_plants","3biparental","F1","F1","2juvenile","3adult","medium water","control","moist","natural factor","Naturally-occurring fluctuations","4relatively_stressful","More stressful environment","total biomass","2morphological",0,4,4,4.123,4.758,0.398,0.492,28,-0.143418132,0.005009014,19.4998522,18.20373027,"F1",1,NA,FALSE,"Amaranthus albus","4.123_0.398_4",2,2,"4.758_0.492_4",1,4,-0.143418132057517,0.00500901402131922,-0.142253337084786,0.00734674445075154
